Timestamp,Image,Name,Accuracy
2025-08-02 15:45:08.157875,batch2.jpg,shubmangill,74.76
2025-08-02 15:45:19.407217,batch2.jpg,kohli,71.73
2025-08-02 15:45:27.775314,batch2.jpg,bumrah,63.76
2025-08-02 15:45:42.475132,batch3.jpg,kohli,64.99
2025-08-02 15:45:48.392483,batch3.jpg,bumrah,74.80
